"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary, Features","Winner","Bernard Chevry","42-1970","tt0064043","Love of Life","nm0156777","Bernard Chevry",NA,NA,"L'amour de la vie - Artur Rubinstein",1969,"N/A","17 Jun 1969","91 min","Documentary, Biography, Music","Gérard Patris, François Reichenbach","N/A","Artur Rubinstein, Eliahu Inbal, Paul Kletzki","An Oscar winning look at the life of Albert Rubinstein shortly after he turned 70. It contains some home movies of him and his family, but is primarily him talking and demonstrating his great skill as a pianist.","Italian, English, French","France","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BZGMyNjVjNDItZWUxZC00NzIyLTk5ODgtZmUwMzQ0MmJkMjVmXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.5","104","tt0064043","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Robert K. Sharpe","42-1970","tt0064076","Before the Mountain Was Moved","nm0789264","Robert K. Sharpe",NA,NA,"Before the Mountain Was Moved",1970,"N/A","01 Mar 1970","60 min","Documentary, Drama","Robert K. Sharpe","N/A","N/A","A group of poor people in Raleigh County, West Virginia organize when strip mining is damaging their houses and community. They work to get the state legislature to pass some strong laws protecting citizens against coal mining intere","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BMWFhZTRjOWYtNWEyMS00MTA0LTkzZDMtNGFjMTQ2YzUwMTFhXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.3","36","tt0064076","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Emile de Antonio","42-1970","tt0064482","In the Year of the Pig","nm0207108","Emile de Antonio",NA,NA,"In the Year of the Pig",1968,"Not Rated","26 Feb 1969","103 min","Documentary, History, War","Emile de Antonio","N/A","Harry S. Ashmore, Daniel Berrigan, Joseph Buttinger","A documentary chronicling the background to, and history of, the Vietnam War.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMDY2YWU3YTMtOGM0MS00NzVhLWIzNWYtMWVjNTYxN2M4OTU0XkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg","N/A","7.5","1,749","tt0064482","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,NA,"42-1970","tt0064756","The Olympics in Mexico",NA,NA,NA,NA,"The Olympics in Mexico",1969,"G","01 Aug 1970","120 min","Documentary, Sport","Alberto Isaac","Alberto Isaac, Fernando Macotela","Enrique Lizalde, Roberto Morales","Mexican former Olympic swimmer Alberto Isaac's record of Mexico 68 is a celebration not of national achievement, but of individual heroism. This thoughtful and comprehensive film bristles with offbeat moments and yields iconic images","Spanish","Mexico","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZTM3NTdiM2MtMmI4Zi00YjMxLWE3ZGEtYzY1M2MwZmM5OGQxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","N/A","7.4","108","tt0064756","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Irwin Rosten","42-1970","tt0065220","The Wolf Men","nm0744575","Irwin Rosten",NA,NA,"The Wolf Men",1969,"N/A","18 Oct 1969","60 min","Documentary","Irwin Rosten","Irwin Rosten","James Coburn","Naturalists fight to save rapidly vanishing species of wolves.","English","USA","N/A","N/A","N/A","7.1","12","tt0065220","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Bob Maurice","43-1971","tt0066580","Woodstock","nm1646319","Bob Maurice",NA,NA,"Woodstock",1970,"R","26 Mar 1970","184 min","Documentary, History, Music","Michael Wadleigh","N/A","Joan Baez, Richie Havens, Roger Daltrey","Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.","English","United States","Won 1 Oscar. 2 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZjBiMDMzYzktOGMzOC00NzczLWE3YmYtZTgwNGIwZDRkYTE4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","95","8.2","16,960","tt0066580","movie",NA,NA,NA,NA,"8.2/10","95/100","100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Harald Reinl","43-1971","tt0065702","Chariots of the Gods","nm0718243","Harald Reinl",NA,NA,"Chariots of the Gods",1970,"G","26 Apr 1970","92 min","Documentary","Harald Reinl","Harald Reinl, Utz Utermann, Erich von Däniken","Heinz-Detlev Bock, Klaus Kindler, Christian Marschall","Based on Erich Von Daniken's book purporting to prove that throughout history aliens have visited earth.","German","West Germany","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNTllMzc0OTUtMTAyNy00MzA2LTgzZTMtMTUyMGUxZGI4MzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","N/A","6.3","1,486","tt0065702","movie",NA,NA,NA,NA,"6.3/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features",NA,"Jim Jacobs","43-1971","tt0065906","Jack Johnson","nm0414460","Jim Jacobs",NA,NA,"Jack Johnson",1970,"GP","17 Nov 1978","90 min","Documentary, Sport","Jim Jacobs","Alan Bodian","Brock Peters, Kevin Kennedy, Tommy Burns","A documentary on the first African-American boxer to ever become world heavyweight champion. Released on the same year as ""The Great White Hope"" and also Oscar nominated like that film, this project uses of stills, archive footage an","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTVjMWM1M2UtZDhlMS00ZWU3LThlODQtYzA1ZGJiZWM1M2I3XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg","N/A","7.4","47","tt0065906","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Ely A. Landau","43-1971","tt0065944","King: A Filmed Record... Montgomery to Memphis","nm0484446","Ely A. Landau",NA,NA,"King: A Filmed Record... Montgomery to Memphis",1970,"N/A","N/A","185 min","Documentary, Biography, History","Sidney Lumet, Joseph L. Mankiewicz","Mitchell Grayson, Ely A. Landau","Paul Newman, Joanne Woodward, Ruby Dee","Follows Martin Luther King's life and decades-long civil rights activism.","English","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMzMyM2VjMzEtMGEzNi00NDlhLTg0OTktYzEyNzdmYjBlMzk0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","N/A","7.6","479","tt0065944","movie",NA,NA,NA,NA,"7.6/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"David H. Vowell","43-1971","tt0066336","Say Goodbye","nm0903884","David H. Vowell",NA,NA,"Say Goodbye",1971,"N/A","08 Jan 1971","52 min","Documentary","David H. Vowell","David H. Vowell","Rod McKuen","The imperiled relationship between man and nature.","English","United States","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","6.4","35","tt0066336","movie",NA,NA,NA,NA,"6.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Walon Green","44-1972","tt0067197","The Hellstrom Chronicle","nm0338396","Walon Green",NA,NA,"The Hellstrom Chronicle",1971,"G","23 Jun 1971","90 min","Documentary, Drama","Walon Green, Ed Spiegel","David Seltzer","Lawrence Pressman, Conlan Carter, Ian McShane","A scientist explains how the savagery and efficiency of the insect world could result in their taking over the world.","English","United States","Won 1 Oscar. 3 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BNThiMDNjMjctOTFhNS00ZDI3LWEyOTgtZWU1YTkwNzFlNTRmXkEyXkFqcGdeQXVyOTM2MTY3MQ@@._V1_SX300.jpg","N/A","7.4","843","tt0067197","movie",NA,NA,NA,NA,"7.4/10",NA,"75%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Alan Landsburg","44-1972","tt0066753","Alaska Wilderness Lake","nm0485137","Alan Landsburg",NA,NA,"Alaska Wilderness Lake",1971,"N/A","N/A","60 min","Documentary","N/A","Laurence D. Savadove","N/A","N/A","N/A","United States","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","7.2","13","tt0066753","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bruce Brown","44-1972","tt0067527","On Any Sunday","nm0113164","Bruce Brown",NA,NA,"On Any Sunday",1971,"G","28 Jul 1971","96 min","Documentary, Sport","Bruce Brown","N/A","Steve McQueen, Dave Aldana, Mark Brelsford","Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTkxODMxNTM3MF5BMl5BanBnXkFtZTgwNjQ0Njg4MDE@._V1_SX300.jpg","75","7.8","1,351","tt0067527","movie",NA,NA,NA,NA,"7.8/10","75/100","83%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Lennart Ehrenborg, Thor Heyerdahl","44-1972","tt0069151","The Ra Expeditions","nm0251278","Lennart Ehrenborg",NA,NA,"The Ra Expeditions",1971,"G","23 Mar 1972","96 min","Documentary","Lennart Ehrenborg, Thor Heyerdahl","N/A","Norman Baker, Roscoe Lee Browne, Abdullah Dilbrine","Documentary of the Ra expedition organized by Thor Heyerdahl, which crossed the Atlantic Ocean in a papyrus boat in 1969 and 1970.","English","Sweden, Norway","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNzkwMzBlZDQtZGE3Ny00NWUyLTg5OGMtYmRhNGM2Y2I2ZGE1XkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.4","283","tt0069151","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Lennart Ehrenborg, Thor Heyerdahl","44-1972","tt0069151","The Ra Expeditions","nm0382217","Thor Heyerdahl",NA,NA,"The Ra Expeditions",1971,"G","23 Mar 1972","96 min","Documentary","Lennart Ehrenborg, Thor Heyerdahl","N/A","Norman Baker, Roscoe Lee Browne, Abdullah Dilbrine","Documentary of the Ra expedition organized by Thor Heyerdahl, which crossed the Atlantic Ocean in a papyrus boat in 1969 and 1970.","English","Sweden, Norway","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNzkwMzBlZDQtZGE3Ny00NWUyLTg5OGMtYmRhNGM2Y2I2ZGE1XkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.4","283","tt0069151","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Marcel OphÃ¼ls","44-1972","tt0066904","The Sorrow and the Pity","nm0649096","Marcel OphÃ¼ls",NA,NA,"The Sorrow and the Pity",1969,"PG","25 Mar 1972","251 min","Documentary, History, War","Marcel Ophüls","André Harris, Marcel Ophüls","Helmut Tausend, Marcel Verdier, Alexis Grave","An in-depth exploration of the various reactions by the French people to the Vichy government's acceptance of Nazi invasion.","French","Switzerland, West Germany","Nominated for 1 Oscar. 6 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZGJkYTdlMzctNjhhZi00Zjg4LTg0ODItNDUyY2M0ZGZiM2RhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","8.2","3,793","tt0066904","movie",NA,NA,NA,NA,"8.2/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Howard Smith, Sarah Kernochan","45-1973","tt0068924","Marjoe","nm0808474","Howard Smith",NA,NA,"Marjoe",1972,"PG","11 Apr 1973","88 min","Documentary, Biography","Sarah Kernochan, Howard Smith","N/A","Marjoe Gortner, Sarah Kernochan","This Oscar-winning documentary explores the life of one-time child evangelist and faith healer Marjoe Gortner. The son of professional evangelists, Gortner was preaching on the Southern tent-revival circuit by the age of 3.","English","United States","Won 1 Oscar. 2 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BYzQ4ZjllYzEtYmJhYy00MTI3LWIxMjAtOGNiNTgwNTk3YjVlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","N/A","7.6","1,547","tt0068924","movie",NA,NA,NA,NA,"7.6/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Howard Smith, Sarah Kernochan","45-1973","tt0068924","Marjoe","nm0449576","Sarah Kernochan",NA,NA,"Marjoe",1972,"PG","11 Apr 1973","88 min","Documentary, Biography","Sarah Kernochan, Howard Smith","N/A","Marjoe Gortner, Sarah Kernochan","This Oscar-winning documentary explores the life of one-time child evangelist and faith healer Marjoe Gortner. The son of professional evangelists, Gortner was preaching on the Southern tent-revival circuit by the age of 3.","English","United States","Won 1 Oscar. 2 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BYzQ4ZjllYzEtYmJhYy00MTI3LWIxMjAtOGNiNTgwNTk3YjVlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","N/A","7.6","1,547","tt0068924","movie",NA,NA,NA,NA,"7.6/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Bert Haanstra","45-1973","tt0068275","Bij de beesten af","nm0351842","Bert Haanstra",NA,NA,"Bij de beesten af",1972,"G","21 Dec 1972","104 min","Documentary","Bert Haanstra","Bert Haanstra, Dick Hillenius, Anton Koolhaas","Bert Haanstra, Anton Koolhaas, Stephen Murray","Documentary that explores the differences and similarities between human behavior and that of animals.","Dutch","Netherlands","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNjA1M2MyNzMtYTdmNi00MDhkLTkyZmUtODM3M2FlZDcwYTU5XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_SX300.jpg","N/A","7.8","252","tt0068275","movie",NA,NA,NA,NA,"7.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Marvin Worth, Arnold Perl","45-1973","tt0068903","Malcolm X","nm0941703","Marvin Worth",NA,NA,"Malcolm X",1972,"PG","24 May 1972","91 min","Documentary, Biography","Arnold Perl","Alex Haley, Malcolm X, Arnold Perl","James Earl Jones, Ossie Davis, John Ali","James Earl Jones narrates this fascinating and moving documentary about the life of the assassinated black leader through various sources.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMjA0YTk0ZjktMThmOS00ZGMzLTk1NWUtODc0ODJhMmQyOWU5XkEyXkFqcGdeQXVyMTY4MjQ0NzU@._V1_SX300.jpg","N/A","7.5","453","tt0068903","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Marvin Worth, Arnold Perl","45-1973","tt0068903","Malcolm X","nm0674135","Arnold Perl",NA,NA,"Malcolm X",1972,"PG","24 May 1972","91 min","Documentary, Biography","Arnold Perl","Alex Haley, Malcolm X, Arnold Perl","James Earl Jones, Ossie Davis, John Ali","James Earl Jones narrates this fascinating and moving documentary about the life of the assassinated black leader through various sources.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMjA0YTk0ZjktMThmOS00ZGMzLTk1NWUtODc0ODJhMmQyOWU5XkEyXkFqcGdeQXVyMTY4MjQ0NzU@._V1_SX300.jpg","N/A","7.5","453","tt0068903","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Robert Hendrickson, Laurence Merrick","45-1973","tt0068918","Manson","nm0376801","Robert Hendrickson",NA,NA,"Manson",1973,"R","01 Jan 1973","83 min","Documentary, Biography, Crime","Robert Hendrickson, Laurence Merrick","Joan Huntington, Laurence Merrick","Mary Brunner, Vincent Bugliosi, Bruce Davis","Documentary on Charles Manson and his family. Has a number of insightful interviews with many family members most notably Squeaky and Sandy (Blue and Red). There is also a history of Manson from his birth to the family formation to t","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZDJkY2UwM2YtYTIzMi00YTZhLWIyMzEtYjdjODE4MDdlMmEwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","7.3","1,008","tt0068918","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Robert Hendrickson, Laurence Merrick","45-1973","tt0068918","Manson","nm0581216","Laurence Merrick",NA,NA,"Manson",1973,"R","01 Jan 1973","83 min","Documentary, Biography, Crime","Robert Hendrickson, Laurence Merrick","Joan Huntington, Laurence Merrick","Mary Brunner, Vincent Bugliosi, Bruce Davis","Documentary on Charles Manson and his family. Has a number of insightful interviews with many family members most notably Squeaky and Sandy (Blue and Red). There is also a history of Manson from his birth to the family formation to t","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZDJkY2UwM2YtYTIzMi00YTZhLWIyMzEtYjdjODE4MDdlMmEwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","7.3","1,008","tt0068918","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Eckehard Munck","45-1973","tt0069271","The Silent Revolution","nm0612677","Eckehard Munck",NA,NA,"The Silent Revolution",1972,"N/A","N/A","40 min","Documentary, Short","Edouard de Laurot, Eckehard Munck","N/A","N/A","The Silent Revolution is a 1972 German documentary film about molecular biology. It was nominated for an Academy Award for Best Documentary Feature.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNTg2OGQ5NGItNDRmYS00ODg3LTlkZGQtYWUwOTRlOTAxNThhXkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg","N/A","7.7","19","tt0069271","movie",NA,NA,NA,NA,"7.7/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Kieth Merrill","46-1974","tt0070135","The Great American Cowboy","nm0581303","Kieth Merrill",NA,NA,"The Great American Cowboy",1974,"G","14 Aug 1974","89 min","Documentary, Sport","Kieth Merrill","Douglas Kent Hall","Larry Mahan, Phil Lyne, Joel McCrea","A documentary about the rivalry between veteran Larry Mahan and newcomer Phil Lyne, as the two vie for the National Finals Rodeo Championship title.","English","United States","Won 1 Oscar. 2 wins total","https://m.media-amazon.com/images/M/MV5BZmRlYTgyMGMtMjI5Ny00MjA0LWI0NjUtNjllNTNlZjRjOGFlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","N/A","7.1","96","tt0070135","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"John D. Goodell","46-1974","tt0069699","Always a New Beginning","nm0328851","John D. Goodell",NA,NA,"Always a New Beginning",1974,"N/A","01 Mar 1974","90 min","Documentary","John D. Goodell","John D. Goodell","James Lawless","Oscar-nominated documentary follows two doctors as they travel around the world studying how children learn in various cultures.","English","United States","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","9.2","16","tt0069699","movie",NA,NA,NA,NA,"9.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bengt von zur MÃ¼hlen","46-1974","tt0069769","Battle of Berlin","nm0903286","Bengt von zur MÃ¼hlen",NA,NA,"Battle of Berlin",1973,"N/A","N/A","90 min","Documentary","Franz Baake, Jost von Morr","N/A","N/A","Depicts the air raid on Berlin, Dec 31, 1944. Adolf Hitler claimed over the radio that the National Socialist state would rebuild the city in a few years. Followed by pictures of the destroyed almost deleted Berlin.","German","West Germany","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNjA0NTg0YjMtMzA4Yy00MzBiLTg3M2MtNjU0OTAyNzZkNzcwXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1_SX300.jpg","N/A","6.8","25","tt0069769","movie",NA,NA,NA,NA,"6.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Alexander Grasshoff","46-1974","tt0070249","Journey to the Outer Limits","nm0335883","Alexander Grasshoff",NA,NA,"Journey to the Outer Limits",1973,"N/A","N/A","52 min","Documentary","Alexander Grasshoff","Kenneth M. Rosen","Leslie Nielsen","Shows students of the Colorado Outward Bound School as they confront themselves and some of nature's greatest challenges. Features their climb of Santa Rosa Peak in the Peruvian Andes.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNTRjZmYyYTktNjNjYy00M2IwLWE0MDgtMWQxNTY3NTc3MzNiXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.4","27","tt0070249","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Gertrude Ross Marks, Edmund Penney","46-1974","tt0067960","Walls of Fire","nm0548836","Gertrude Ross Marks",NA,NA,"Walls of Fire",1971,"N/A","04 Jan 1971","80 min","Documentary","Herbert Kline, Edmund Penney(co-director)","N/A","Ricardo Montalban, Jose Clemente Orozco, Diego Rivera, David Alfaro Siqueiros","Narrated by Ricardo Montalbán, this documentary examines the history of Mexican murals and their artists. Among the works examined are those by José Clemente Orozco, Diego Rivera and David Alfaro Siqueiros.","English","USA","Nominated for 1 Oscar. Another 1 win & 1 nomination.","https://m.media-amazon.com/images/M/MV5BYjg5N2E4MTEtODBiMy00ODNkLWE3NjYtNWI2ODc3YWFiNTFkXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.4","5","tt0067960","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Gertrude Ross Marks, Edmund Penney","46-1974","tt0067960","Walls of Fire","nm0672127","Edmund Penney",NA,NA,"Walls of Fire",1971,"N/A","04 Jan 1971","80 min","Documentary","Herbert Kline, Edmund Penney(co-director)","N/A","Ricardo Montalban, Jose Clemente Orozco, Diego Rivera, David Alfaro Siqueiros","Narrated by Ricardo Montalbán, this documentary examines the history of Mexican murals and their artists. Among the works examined are those by José Clemente Orozco, Diego Rivera and David Alfaro Siqueiros.","English","USA","Nominated for 1 Oscar. Another 1 win & 1 nomination.","https://m.media-amazon.com/images/M/MV5BYjg5N2E4MTEtODBiMy00ODNkLWE3NjYtNWI2ODc3YWFiNTFkXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.4","5","tt0067960","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Peter Davis, Bert Schneider","47-1975","tt0071604","Hearts and Minds","nm0205282","Peter Davis",NA,NA,"Hearts and Minds",1974,"R","17 Nov 1975","112 min","Documentary, History, War","Peter Davis","N/A","Tin Chan, Chau Diem, Ngo Dinh Diem","A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.","English, French, Vietnamese","United States","Won 1 Oscar. 5 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BOTFiMjEyZWMtZjliOS00NjQ3LWIxZDktYWY2MWJlODQzNDlkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg","68","8.2","5,622","tt0071604","movie",NA,NA,NA,NA,"8.2/10","68/100","90%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Peter Davis, Bert Schneider","47-1975","tt0071604","Hearts and Minds","nm0773721","Bert Schneider",NA,NA,"Hearts and Minds",1974,"R","17 Nov 1975","112 min","Documentary, History, War","Peter Davis","N/A","Tin Chan, Chau Diem, Ngo Dinh Diem","A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.","English, French, Vietnamese","United States","Won 1 Oscar. 5 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BOTFiMjEyZWMtZjliOS00NjQ3LWIxZDktYWY2MWJlODQzNDlkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg","68","8.2","5,622","tt0071604","movie",NA,NA,NA,NA,"8.2/10","68/100","90%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Judy Collins, Jill Godmilow","47-1975","tt0071151","Antonia: A Portrait of the Woman","nm0172423","Judy Collins",NA,NA,"Antonia: A Portrait of the Woman",1974,"G","18 Sep 1974","58 min","Documentary, Biography","Judy Collins, Jill Godmilow","N/A","Antonia Brico, Judy Collins","A special deluxe edition of the 1974 Oscar nominated documentary film about the first female conductor to conduct major orchestras in the US and Europe, Antonia Brico!","English","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTYyODAyOTAwMV5BMl5BanBnXkFtZTcwMjc1NjYyMQ@@._V1_SX300.jpg","N/A","7.0","88","tt0071151","movie",NA,NA,NA,NA,"7.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Judy Collins, Jill Godmilow","47-1975","tt0071151","Antonia: A Portrait of the Woman","nm0324142","Jill Godmilow",NA,NA,"Antonia: A Portrait of the Woman",1974,"G","18 Sep 1974","58 min","Documentary, Biography","Judy Collins, Jill Godmilow","N/A","Antonia Brico, Judy Collins","A special deluxe edition of the 1974 Oscar nominated documentary film about the first female conductor to conduct major orchestras in the US and Europe, Antonia Brico!","English","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTYyODAyOTAwMV5BMl5BanBnXkFtZTcwMjc1NjYyMQ@@._V1_SX300.jpg","N/A","7.0","88","tt0071151","movie",NA,NA,NA,NA,"7.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Jacques Ehrlich, David Bergman, Haim Gouri","47-1975","tt0071088","The 81st Blow","nm0251353","Jacques Ehrlich",NA,NA,"The 81st Blow",1974,"N/A","29 Aug 1974","92 min","Documentary","David Bergman, Jacques Ehrlich, Haim Gouri","Haim Gouri","N/A","Historical documentary made up of footage and stills shot by the Nazis. A compilation of testimony from witnesses who appeared at the Eichmann trial provides a telling narrative.","Yiddish, Hebrew","Israel","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BOGYwZGU1YmItNzAzMC00YzU1LThkN2QtOTRjM2UxMDljM2M1XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg","N/A","7.8","39","tt0071088","movie",NA,NA,NA,NA,"7.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Jacques Ehrlich, David Bergman, Haim Gouri","47-1975","tt0071088","The 81st Blow","nm0074759","David Bergman",NA,NA,"The 81st Blow",1974,"N/A","29 Aug 1974","92 min","Documentary","David Bergman, Jacques Ehrlich, Haim Gouri","Haim Gouri","N/A","Historical documentary made up of footage and stills shot by the Nazis. A compilation of testimony from witnesses who appeared at the Eichmann trial provides a telling narrative.","Yiddish, Hebrew","Israel","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BOGYwZGU1YmItNzAzMC00YzU1LThkN2QtOTRjM2UxMDljM2M1XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg","N/A","7.8","39","tt0071088","movie",NA,NA,NA,NA,"7.8/10",NA,NA,NA,NA,NA,NA
