"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Animated Feature Film of the Year",NA,"John Stevenson, Mark Osborne","81-2009","tt0441773","Kung Fu Panda","nm0828970","John Stevenson",NA,NA,"Kung Fu Panda",2008,"PG","06 Jun 2008","92 min","Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","English","United States","Nominated for 1 Oscar. 14 wins & 39 nominations total","https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","74","7.6","447,173","tt0441773","movie",NA,NA,NA,NA,"7.6/10","74/100","87%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"John Stevenson, Mark Osborne","81-2009","tt0441773","Kung Fu Panda","nm0651706","Mark Osborne",NA,NA,"Kung Fu Panda",2008,"PG","06 Jun 2008","92 min","Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","English","United States","Nominated for 1 Oscar. 14 wins & 39 nominations total","https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","74","7.6","447,173","tt0441773","movie",NA,NA,NA,NA,"7.6/10","74/100","87%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Pete Docter","82-2010","tt1049413","Up","nm0230032","Pete Docter",NA,NA,"Up",2009,"PG","29 May 2009","96 min","Animation, Adventure, Comedy","Pete Docter, Bob Peterson","Pete Docter, Bob Peterson, Tom McCarthy","Ed Asner, Jordan Nagai, John Ratzenberger","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","English","United States","Won 2 Oscars. 79 wins & 87 nominations total","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg","88","8.2","993,412","tt1049413","movie",NA,NA,NA,NA,"8.2/10","88/100","98%",9,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Henry Selick","82-2010","tt0327597","Coraline","nm0783139","Henry Selick",NA,NA,"Coraline",2009,"PG","06 Feb 2009","100 min","Animation, Drama, Family","Henry Selick","Henry Selick, Neil Gaiman","Dakota Fanning, Teri Hatcher, John Hodgman","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","English, Russian","United States","Nominated for 1 Oscar. 8 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg","80","7.7","214,212","tt0327597","movie",NA,NA,NA,NA,"7.7/10","80/100","90%",7,2021-07-14,NA,NA
"Best Animated Feature Film of the Year",NA,"Wes Anderson","82-2010","tt0432283","Fantastic Mr. Fox","nm0027572","Wes Anderson",NA,NA,"Fantastic Mr. Fox",2009,"PG","25 Nov 2009","87 min","Animation, Adventure, Comedy","Wes Anderson","Roald Dahl, Wes Anderson, Noah Baumbach","George Clooney, Meryl Streep, Bill Murray","An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.","English, French","United States, United Kingdom","Nominated for 2 Oscars. 32 wins & 63 nominations total","https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","83","7.9","219,725","tt0432283","movie",NA,NA,NA,NA,"7.9/10","83/100","93%",8,2021-07-11,NA,NA
"Best Animated Feature Film of the Year",NA,"John Musker, Ron Clements","82-2010","tt0780521","The Princess and the Frog","nm0615780","John Musker",NA,NA,"The Princess and the Frog",2009,"G","11 Dec 2009","97 min","Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb","Anika Noni Rose, Keith David, Oprah Winfrey","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","English, French","United States","Nominated for 3 Oscars. 10 wins & 42 nominations total","https://m.media-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg","73","7.1","136,071","tt0780521","movie",NA,NA,NA,NA,"7.1/10","73/100","85%",6,2021-09-18,NA,NA
"Best Animated Feature Film of the Year",NA,"John Musker, Ron Clements","82-2010","tt0780521","The Princess and the Frog","nm0166256","Ron Clements",NA,NA,"The Princess and the Frog",2009,"G","11 Dec 2009","97 min","Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb","Anika Noni Rose, Keith David, Oprah Winfrey","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","English, French","United States","Nominated for 3 Oscars. 10 wins & 42 nominations total","https://m.media-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg","73","7.1","136,071","tt0780521","movie",NA,NA,NA,NA,"7.1/10","73/100","85%",6,2021-09-18,NA,NA
"Best Animated Feature Film of the Year",NA,"Tomm Moore","82-2010","tt0485601","The Secret of Kells","nm1119079","Tomm Moore",NA,NA,"The Secret of Kells",2009,"Not Rated","22 Jun 2016","75 min","Animation, Adventure, Family","Tomm Moore, Nora Twomey","Tomm Moore, Fabrice Ziolkowski","Evan McGuire, Brendan Gleeson, Mick Lally","A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","English, Irish Gaelic","Ireland, Belgium, France","Nominated for 1 Oscar. 7 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMjEzMjEzNTIzOF5BMl5BanBnXkFtZTcwMTg2MjAyMw@@._V1_SX300.jpg","81","7.6","34,532","tt0485601","movie",NA,NA,NA,NA,"7.6/10","81/100","90%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Lee Unkrich","83-2011","tt0435761","Toy Story 3","nm0881279","Lee Unkrich",NA,NA,"Toy Story 3",2010,"G","18 Jun 2010","103 min","Animation, Adventure, Comedy","Lee Unkrich","John Lasseter, Andrew Stanton, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","English, Spanish","United States","Won 2 Oscars. 61 wins & 96 nominations total","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg","92","8.2","800,152","tt0435761","movie",NA,NA,NA,NA,"8.2/10","92/100","98%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Dean DeBlois, Chris Sanders","83-2011","tt0892769","How to Train Your Dragon","nm0213450","Dean DeBlois",NA,NA,"How to Train Your Dragon",2010,"PG","26 Mar 2010","98 min","Animation, Action, Adventure","Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","English","United States","Nominated for 2 Oscars. 25 wins & 63 nominations total","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg","75","8.1","706,987","tt0892769","movie",NA,NA,NA,NA,"8.1/10","75/100","99%",NA,NA,"Prime","Feature Film"
"Best Animated Feature Film of the Year",NA,"Dean DeBlois, Chris Sanders","83-2011","tt0892769","How to Train Your Dragon","nm0761498","Chris Sanders",NA,NA,"How to Train Your Dragon",2010,"PG","26 Mar 2010","98 min","Animation, Action, Adventure","Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","English","United States","Nominated for 2 Oscars. 25 wins & 63 nominations total","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg","75","8.1","706,987","tt0892769","movie",NA,NA,NA,NA,"8.1/10","75/100","99%",NA,NA,"Prime","Feature Film"
"Best Animated Feature Film of the Year",NA,"Sylvain Chomet","83-2011","tt0775489","The Illusionist","nm0158984","Sylvain Chomet",NA,NA,"The Illusionist",2010,"PG","11 Feb 2011","80 min","Animation, Drama, Fantasy","Sylvain Chomet","Sylvain Chomet, Jacques Tati","Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil","A French illusionist finds himself out of work and travels to Scotland, where he meets a young woman. Their ensuing adventure changes both their lives forever.","English, French, Gaelic","France, United Kingdom","Nominated for 1 Oscar. 7 wins & 34 nominations total","https://m.media-amazon.com/images/M/MV5BMTg0MjI4MTcxMF5BMl5BanBnXkFtZTcwNTQ1ODUwNA@@._V1_SX300.jpg","82","7.5","34,839","tt0775489","movie",NA,NA,NA,NA,"7.5/10","82/100","90%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Gore Verbinski","84-2012","tt1192628","Rango","nm0893659","Gore Verbinski",NA,NA,"Rango",2011,"PG","04 Mar 2011","107 min","Animation, Action, Adventure","Gore Verbinski","John Logan, Gore Verbinski, James Ward Byrkit","Johnny Depp, Isla Fisher, Timothy Olyphant","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","English","United States","Won 1 Oscar. 46 wins & 25 nominations total","https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_SX300.jpg","75","7.2","253,198","tt1192628","movie",NA,NA,NA,NA,"7.2/10","75/100","88%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Alain Gagnol, Jean-Loup Felicioli","84-2012","tt1673702","A Cat in Paris","nm0300944","Alain Gagnol",NA,NA,"A Cat in Paris",2010,"PG","15 Dec 2010","70 min","Animation, Adventure, Comedy","Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol, Jacques-Rémy Girerd","Dominique Blanc, Bernadette Lafont, Bruno Salomone","In Paris, a cat who lives a secret life as a cat burglar's aide must come to the rescue of Zoe, the little girl he lives with, after she falls into a gangster's clutches.","French, English","France, Belgium","Nominated for 1 Oscar. 1 win & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTAzODU0NDExMTNeQTJeQWpwZ15BbWU3MDk2NjMxMzc@._V1_SX300.jpg","63","6.9","11,127","tt1673702","movie",NA,NA,NA,NA,"6.9/10","63/100","83%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Alain Gagnol, Jean-Loup Felicioli","84-2012","tt1673702","A Cat in Paris","nm0271246","Jean-Loup Felicioli",NA,NA,"A Cat in Paris",2010,"PG","15 Dec 2010","70 min","Animation, Adventure, Comedy","Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol, Jacques-Rémy Girerd","Dominique Blanc, Bernadette Lafont, Bruno Salomone","In Paris, a cat who lives a secret life as a cat burglar's aide must come to the rescue of Zoe, the little girl he lives with, after she falls into a gangster's clutches.","French, English","France, Belgium","Nominated for 1 Oscar. 1 win & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTAzODU0NDExMTNeQTJeQWpwZ15BbWU3MDk2NjMxMzc@._V1_SX300.jpg","63","6.9","11,127","tt1673702","movie",NA,NA,NA,NA,"6.9/10","63/100","83%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Fernando Trueba, Javier Mariscal","84-2012","tt1235830","Chico & Rita","nm0874096","Fernando Trueba",NA,NA,"Chico & Rita",2010,"Not Rated","19 Nov 2010","94 min","Animation, Crime, Drama","Tono Errando, Javier Mariscal, Fernando Trueba","Ignacio Martínez de Pisón, Fernando Trueba","Eman Xor Oña, Limara Meneses, Mario Guerra","Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and","Spanish, English, French","Spain, United Kingdom","Nominated for 1 Oscar. 9 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BZWFlMDc4ZjctMWVjYS00MzIyLThjNzctNjZkMjI0YzVkNjdhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg","76","7.2","9,082","tt1235830","movie",NA,NA,NA,NA,"7.2/10","76/100","87%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Fernando Trueba, Javier Mariscal","84-2012","tt1235830","Chico & Rita","nm0973475","Javier Mariscal",NA,NA,"Chico & Rita",2010,"Not Rated","19 Nov 2010","94 min","Animation, Crime, Drama","Tono Errando, Javier Mariscal, Fernando Trueba","Ignacio Martínez de Pisón, Fernando Trueba","Eman Xor Oña, Limara Meneses, Mario Guerra","Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and","Spanish, English, French","Spain, United Kingdom","Nominated for 1 Oscar. 9 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BZWFlMDc4ZjctMWVjYS00MzIyLThjNzctNjZkMjI0YzVkNjdhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg","76","7.2","9,082","tt1235830","movie",NA,NA,NA,NA,"7.2/10","76/100","87%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Jennifer Yuh Nelson","84-2012","tt1302011","Kung Fu Panda 2","nm0950775","Jennifer Yuh Nelson",NA,NA,"Kung Fu Panda 2",2011,"PG","26 May 2011","90 min","Animation, Action, Adventure","Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Angelina Jolie, Jackie Chan","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","English","United States","Nominated for 1 Oscar. 5 wins & 47 nominations total","https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","67","7.2","270,798","tt1302011","movie",NA,NA,NA,NA,"7.2/10","67/100","81%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Miller","84-2012","tt0448694","Puss in Boots","nm1844237","Chris Miller",NA,NA,"Puss in Boots",2011,"PG","28 Oct 2011","90 min","Animation, Adventure, Comedy","Chris Miller","Tom Wheeler, Brian Lynch, William Davies","Antonio Banderas, Salma Hayek, Zach Galifianakis","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.","English, Spanish","United States","Nominated for 1 Oscar. 9 wins & 43 nominations total","https://m.media-amazon.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg","65","6.6","153,007","tt0448694","movie",NA,NA,NA,NA,"6.6/10","65/100","86%",NA,NA,"Prime","Feature Film"
"Best Animated Feature","Winner","Mark Andrews, Brenda Chapman","85-2013","tt1217209","Brave","nm0028764","Mark Andrews",NA,NA,"Brave",2012,"PG","22 Jun 2012","93 min","Animation, Adventure, Comedy","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman, Mark Andrews, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.","English","United States, United Kingdom","Won 1 Oscar. 20 wins & 48 nominations total","https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg","69","7.1","394,649","tt1217209","movie",NA,NA,NA,NA,"7.1/10","69/100","78%",7,2021-07-09,NA,NA
"Best Animated Feature","Winner","Mark Andrews, Brenda Chapman","85-2013","tt1217209","Brave","nm0152312","Brenda Chapman",NA,NA,"Brave",2012,"PG","22 Jun 2012","93 min","Animation, Adventure, Comedy","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman, Mark Andrews, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.","English","United States, United Kingdom","Won 1 Oscar. 20 wins & 48 nominations total","https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg","69","7.1","394,649","tt1217209","movie",NA,NA,NA,NA,"7.1/10","69/100","78%",7,2021-07-09,NA,NA
"Best Animated Feature",NA,"Tim Burton","85-2013","tt1142977","Frankenweenie","nm0000318","Tim Burton",NA,NA,"Frankenweenie",2012,"PG","05 Oct 2012","87 min","Animation, Comedy, Drama","Tim Burton","Leonard Ripps, Tim Burton, John August","Winona Ryder, Catherine O'Hara, Martin Short","When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.","English","United States","Nominated for 1 Oscar. 11 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_SX300.jpg","74","6.9","104,323","tt1142977","movie",NA,NA,NA,NA,"6.9/10","74/100","87%",NA,NA,NA,NA
"Best Animated Feature",NA,"Sam Fell, Chris Butler","85-2013","tt1623288","ParaNorman","nm0271402","Sam Fell",NA,NA,"ParaNorman",2012,"PG","17 Aug 2012","92 min","Animation, Adventure, Comedy","Chris Butler, Sam Fell","Chris Butler","Kodi Smit-McPhee, Anna Kendrick, Christopher Mintz-Plasse","A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.","English","United States","Nominated for 1 Oscar. 19 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg","72","7.0","99,804","tt1623288","movie",NA,NA,NA,NA,"7.0/10","72/100","89%",7,2021-07-14,NA,NA
"Best Animated Feature",NA,"Sam Fell, Chris Butler","85-2013","tt1623288","ParaNorman","nm2752098","Chris Butler",NA,NA,"ParaNorman",2012,"PG","17 Aug 2012","92 min","Animation, Adventure, Comedy","Chris Butler, Sam Fell","Chris Butler","Kodi Smit-McPhee, Anna Kendrick, Christopher Mintz-Plasse","A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.","English","United States","Nominated for 1 Oscar. 19 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg","72","7.0","99,804","tt1623288","movie",NA,NA,NA,NA,"7.0/10","72/100","89%",7,2021-07-14,NA,NA
"Best Animated Feature",NA,"Peter Lord","85-2013","tt1430626","The Pirates! Band of Misfits","nm0520485","Peter Lord",NA,NA,"The Pirates! Band of Misfits",2012,"PG","27 Apr 2012","88 min","Animation, Adventure, Comedy","Peter Lord, Jeff Newitt","Gideon Defoe","Hugh Grant, Salma Hayek, Jeremy Piven","Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.","English","United Kingdom, United States","Nominated for 1 Oscar. 20 nominations total","https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg","73","6.7","47,154","tt1430626","movie",NA,NA,NA,NA,"6.7/10","73/100","86%",NA,NA,NA,NA
"Best Animated Feature",NA,"Rich Moore","85-2013","tt1772341","Wreck-It Ralph","nm0601781","Rich Moore",NA,NA,"Wreck-It Ralph",2012,"PG","02 Nov 2012","101 min","Animation, Adventure, Comedy","Rich Moore","Rich Moore, Phil Johnston, Jim Reardon","John C. Reilly, Jack McBrayer, Jane Lynch","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","English","United States","Nominated for 1 Oscar. 33 wins & 42 nominations total","https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg","72","7.7","404,538","tt1772341","movie",NA,NA,NA,NA,"7.7/10","72/100","87%",7,2021-07-11,NA,NA
"Best Animated Feature Film of the Year","Winner","Chris Buck, Jennifer Lee, Peter Del Vecho","86-2014","tt2294629","Frozen","nm0118333","Chris Buck",NA,NA,"Frozen",2013,"PG","27 Nov 2013","102 min","Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condi","English, Norwegian","United States","Won 2 Oscars. 81 wins & 60 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg","75","7.4","602,463","tt2294629","movie",NA,NA,NA,NA,"7.4/10","75/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Chris Buck, Jennifer Lee, Peter Del Vecho","86-2014","tt2294629","Frozen","nm1601644","Jennifer Lee",NA,NA,"Frozen",2013,"PG","27 Nov 2013","102 min","Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condi","English, Norwegian","United States","Won 2 Oscars. 81 wins & 60 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg","75","7.4","602,463","tt2294629","movie",NA,NA,NA,NA,"7.4/10","75/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Chris Buck, Jennifer Lee, Peter Del Vecho","86-2014","tt2294629","Frozen","nm1275326","Peter Del Vecho",NA,NA,"Frozen",2013,"PG","27 Nov 2013","102 min","Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condi","English, Norwegian","United States","Won 2 Oscars. 81 wins & 60 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg","75","7.4","602,463","tt2294629","movie",NA,NA,NA,NA,"7.4/10","75/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Renaud, Pierre Coffin, Christopher Meledandri","86-2014","tt1690953","Despicable Me 2","nm0719208","Chris Renaud",NA,NA,"Despicable Me 2",2013,"PG","03 Jul 2013","98 min","Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","United States, France, Japan","Nominated for 2 Oscars. 12 wins & 66 nominations total","https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg","62","7.3","386,513","tt1690953","movie",NA,NA,NA,NA,"7.3/10","62/100","75%",6,2021-07-14,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Renaud, Pierre Coffin, Christopher Meledandri","86-2014","tt1690953","Despicable Me 2","nm1853544","Pierre Coffin",NA,NA,"Despicable Me 2",2013,"PG","03 Jul 2013","98 min","Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","United States, France, Japan","Nominated for 2 Oscars. 12 wins & 66 nominations total","https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg","62","7.3","386,513","tt1690953","movie",NA,NA,NA,NA,"7.3/10","62/100","75%",6,2021-07-14,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Renaud, Pierre Coffin, Christopher Meledandri","86-2014","tt1690953","Despicable Me 2","nm0577560","Christopher Meledandri",NA,NA,"Despicable Me 2",2013,"PG","03 Jul 2013","98 min","Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","United States, France, Japan","Nominated for 2 Oscars. 12 wins & 66 nominations total","https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg","62","7.3","386,513","tt1690953","movie",NA,NA,NA,NA,"7.3/10","62/100","75%",6,2021-07-14,NA,NA
